ID,LAT,LON,COUNTRY,IRGC_ID,K6,wc2.1_30s_elev,bio16,bio17,bio18,growingseason,temp1,temp2,temp3,temp4,temp6,bio3.y,bio4.y,gdd,prec2,prec3,avg_prec_year,prec4,vpd_values,hurs_values,rsds_values,cmi_values
IRGC_16872,16.472778,106.660556,Vietnam,IRGC_16872,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_19928,21.127778,82.800556,India,IRGC_19928,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_20224,25,93,India,IRGC_20224,Bangladesh,286,16980,641,16924,Avg_10,2881.75,2902,2980,3011,11714.25,4.51000022888184,3795,1400.5,4758,1781.625,35576,758,862.6,65.94,16.737,171.5
IRGC_20282,25.83333333,93.43333333,India,IRGC_20282,no_group,190,8530,690,8530,Avg_10,2890.375,2910,3003,3039.5,9809.75,4.34999990463257,4417,1589,2684.5,1079.75,19701,672,1025.4,65.2,15.968,51.6
IRGC_20297,25.83333333,93.43333333,India,IRGC_20297,Bangladesh,190,8530,690,8530,Avg_10,2890.375,2910,3003,3039.5,9809.75,4.34999990463257,4417,1589,2684.5,1079.75,19701,672,1025.4,65.2,15.968,51.6
IRGC_20334,26,94,India,IRGC_20334,Bangladesh,680,13324,766,13324,Avg_10,2863.25,2884,2976.33333333333,3009.5,8659.75,4.30000019073486,4328,1240.5,3880.5,887.125,23617,851,914.8,63.12,15.337,99.9
IRGC_20354,26,94,India,IRGC_20354,Bangladesh,680,13324,766,13324,Avg_10,2863.25,2884,2976.33333333333,3009.5,8659.75,4.30000019073486,4328,1240.5,3880.5,887.125,23617,851,914.8,63.12,15.337,99.9
IRGC_20380,27,94,India,IRGC_20380,Thailand,82,16167,448,16167,Avg_10,2902.875,2922.5,3005.66666666667,3039,9497.875,4.07000017166138,4158,1635,4426,970.25,27863,914,1107.3,62.62,14.783,120.2
IRGC_20428,25.83333333,93.43333333,India,IRGC_20428,no_group,190,8530,690,8530,Avg_10,2890.375,2910,3003,3039.5,9809.75,4.34999990463257,4417,1589,2684.5,1079.75,19701,672,1025.4,65.2,15.968,51.6
IRGC_21079,25.56667,91.88333,India,IRGC_21079,no_group,1505,26154,762,26154,Avg_10,2826.125,2843.5,2926.66666666667,2957,8406.625,4.23000001907349,3935,713,5961,1665,44597,920,619.4,65.89,15.137,272
IRGC_21852,27,95,India,IRGC_21852,Thailand,114,15132,748,15132,Avg_10,2900.375,2921.5,3006.83333333333,3040,9583.375,4.05999994277954,4192,1621,4268,1067.5,27395,845,1102.6,63.15,15.248,116.9
IRGC_21874,27,95,India,IRGC_21874,no_group,114,15132,748,15132,Avg_10,2900.375,2921.5,3006.83333333333,3040,9583.375,4.05999994277954,4192,1621,4268,1067.5,27395,845,1102.6,63.15,15.248,116.9
IRGC_22108,26,94,India,IRGC_22108,no_group,680,13324,766,13324,Avg_10,2863.25,2884,2976.33333333333,3009.5,8659.75,4.30000019073486,4328,1240.5,3880.5,887.125,23617,851,914.8,63.12,15.337,99.9
IRGC_22922,11.98333,105.45,Cambodia,IRGC_22922,no_group,18,7387,305,3038,Avg_7,2966.25,2978.5,3023.66666666667,3049.5,14179.5,6.17000007629395,1179,2165.5,1904.5,1325.75,15742,732,1521.5,60.45,19.181,-23.2
IRGC_24108,13.039444,101.491944,Thailand,IRGC_24108,Thailand,56,6825,542,3374,Avg_8,2955.625,2971,3009.66666666667,3034,13878.75,6.19999980926514,895,2024,1760,1063.875,14749,710,1311.9,63.23,17.962,-24.2
IRGC_24224,13.039444,101.491944,Thailand,IRGC_24224,Cambodia,56,6825,542,3374,Avg_8,2955.625,2971,3009.66666666667,3034,13878.75,6.19999980926514,895,2024,1760,1063.875,14749,710,1311.9,63.23,17.962,-24.2
IRGC_25928,24.83333,91.83333,Bangladesh,IRGC_25928,Bangladesh,14,26386,584,26386,Avg_10,2907.375,2928.5,3005.33333333333,3036.5,10723.625,4.55000019073486,3661,1716.5,6740.5,1980.375,48293,875,1130.3,62.4,15.019,282.1
IRGC_27664,19,99,Thailand,IRGC_27664,Thailand,374,4928,219,2631,Avg_8,2920.75,2958,3017.16666666667,3032.5,10756,4.67000007629395,2766,1843,1137,681.875,9342,823,1374.4,60.34,17.566,-42.7
IRGC_27690,19,97,Thailand,IRGC_27690,Thailand,804,13250,338,3891,Avg_8,2902.125,2938.5,2983,2995.5,11773,4.67000007629395,2303,1560,4179.5,1573,24611,882,1028.8,64.44,17.664,75.8
IRGC_27716,18.78333,99,Thailand,IRGC_27716,no_group,309,4908,203,2677,Avg_8,2924,2962.5,3023.83333333333,3042.5,11222.625,4.55000019073486,2927,1902.5,1107,693.25,9412,833,1453,59.46,17.732,-47.7
IRGC_27718,18,99,Thailand,IRGC_27718,Thailand,596,6950,291,4561,Avg_8,2910.25,2943.5,2999.5,3016.5,11418.125,4.94000005722046,2383,1679.5,1458,1017.75,14075,794,1241.3,60.73,17.076,-8.4
IRGC_27748,13.533056,100.958056,Thailand,IRGC_27748,no_group,3,7134,411,4398,Avg_8,2966.375,2983.5,3025.83333333333,3049.5,13996.375,5.65000009536743,1172,2169.5,1591.5,1072.5,14596,760,1553.4,59.86,18.66,-29.7
IRGC_27754,14,102,Thailand,IRGC_27754,no_group,35,8230,376,3194,Avg_7,2953.25,2970,3013,3038,13353.125,5.69999980926514,1230,2048,1885.5,1333.375,15789,802,1366.4,62.18,18.793,-14.8
IRGC_27762,13.039444,101.491944,Thailand,IRGC_27762,Cambodia,56,6825,542,3374,Avg_8,2955.625,2971,3009.66666666667,3034,13878.75,6.19999980926514,895,2024,1760,1063.875,14749,710,1311.9,63.23,17.962,-24.2
IRGC_29726,13.1,103.2,Cambodia,IRGC_29726,Cambodia,16,6797,295,2554,Avg_8,2959.5,2977.5,3025.16666666667,3062,13213.625,5.92999982833862,1447,2165.5,1625,1029.875,13660,752,1561.5,59.12,18.56,-29.3
IRGC_29781,17.962778,102.613889,Laos,IRGC_29781,Thailand,171,9972,274,6391,Avg_9,2934.375,2960.5,3013.5,3035.5,12404,4.80999994277954,2342,1899.5,3515,710.375,18166,903,1372.4,59.97,17.656,19.2
IRGC_30238,13.039444,101.491944,Thailand,IRGC_30238,no_group,56,6825,542,3374,Avg_8,2955.625,2971,3009.66666666667,3034,13878.75,6.19999980926514,895,2024,1760,1063.875,14749,710,1311.9,63.23,17.962,-24.2
IRGC_31,2.030278,109.6425,Malaysia,IRGC_31,Indonesia,274,16673,4851,4930,Avg_9,2971.5,2972.5,2991.5,3006.5,12403,6.46000003814697,490,1858,1666,3684.75,36186,557,931.7,71.62,16.889,162.9
IRGC_32029,17,99,Thailand,IRGC_32029,no_group,156,5094,183,2458,Avg_8,2942.125,2967.5,3021.66666666667,3033,14943.5,5.01000022888184,1923,2034,1098,747.375,10470,799,1495,59.92,17.956,-75.6
IRGC_32033,17,99,Thailand,IRGC_32033,no_group,156,5094,183,2458,Avg_8,2942.125,2967.5,3021.66666666667,3033,14943.5,5.01000022888184,1923,2034,1098,747.375,10470,799,1495,59.92,17.956,-75.6
IRGC_32178,16,106,Vietnam,IRGC_32178,no_group,317,14571,194,7284,Avg_8,2926.375,2952.5,2992.33333333333,3022,12619,5.55000019073486,1667,1793,4566,1352,23441,1018,1109.9,64.4,17.752,55.8
IRGC_32189,16.47277778,106.6605556,Vietnam,IRGC_32189,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_32210,16.47277778,106.6605556,Vietnam,IRGC_32210,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_32576,16.472778,106.660556,Vietnam,IRGC_32576,no_group,227,8833,774,5595,Avg_9,2927.75,2950,2998.16666666667,3034.5,11635.5,4.6399998664856,2677,1734,2652.5,1113.75,17488,727,1046.1,66.31,17.258,8.2
IRGC_33074,18.683611,96.683056,Myanmar,IRGC_33074,no_group,62,19527,197,3509,Avg_8,2936.375,2967.5,3013,3016.5,12543.5,4.34999990463257,2306,1923,6093.5,2200.75,33195,986,1341.1,61.66,17.775,134.6
IRGC_33085,18.683611,96.683056,Myanmar,IRGC_33085,no_group,62,19527,197,3509,Avg_8,2936.375,2967.5,3013,3016.5,12543.5,4.34999990463257,2306,1923,6093.5,2200.75,33195,986,1341.1,61.66,17.775,134.6
IRGC_33176,16.66667,94.83333,Myanmar,IRGC_33176,no_group,4,18486,147,3326,Avg_8,2947.375,2973,3011.16666666667,3029,13410.375,4.80000019073486,1683,2038,6105,1656.25,28706,1038,1265,64.12,17.495,91.7
IRGC_33189,18.683611,96.683056,Myanmar,IRGC_33189,no_group,62,19527,197,3509,Avg_8,2936.375,2967.5,3013,3016.5,12543.5,4.34999990463257,2306,1923,6093.5,2200.75,33195,986,1341.1,61.66,17.775,134.6
IRGC_33357,23.5,96,Myanmar,IRGC_33357,no_group,80,7302,273,5544,Avg_9,2928.75,2969.5,3022.5,3043.5,13294.5,4.03999996185303,3488,1923,2196.5,833.125,15904,801,1262.8,64.28,16.54,-18.9
IRGC_33562,18.683611,96.683056,Myanmar,IRGC_33562,no_group,62,19527,197,3509,Avg_8,2936.375,2967.5,3013,3016.5,12543.5,4.34999990463257,2306,1923,6093.5,2200.75,33195,986,1341.1,61.66,17.775,134.6
IRGC_40673,16.443889,100.347778,Thailand,IRGC_40673,Thailand,41,7493,279,2821,Avg_8,2951.125,2973.5,3029,3044,12580.625,4.8600001335144,2057,2087.5,1957,1001.875,14390,828,1592.6,58.3,18.212,-19.9
IRGC_43249,24.999722,94.499722,India,IRGC_43249,Indonesia,920,14091,599,14091,Avg_9,2870.375,2923.5,2971.5,3001,10089,4.32000017166138,3965,1261.5,4815.5,1000.875,24389,889,838.8,65.5,16.277,89.8
IRGC_43322,-3.294722,104.141944,Indonesia,IRGC_43322,Indonesia,24,9745,3335,4541,Avg_10,2962.625,2963.5,3004.5,3035.5,13819.5,7.78999996185303,541,2017,1107,2927.75,28053,411,1211.2,65.87,17.855,84.2
IRGC_43369,-3.294722,104.141944,Indonesia,IRGC_43369,Indonesia,24,9745,3335,4541,Avg_10,2962.625,2963.5,3004.5,3035.5,13819.5,7.78999996185303,541,2017,1107,2927.75,28053,411,1211.2,65.87,17.855,84.2
IRGC_43400,-1.223333,100.447778,Indonesia,IRGC_43400,Indonesia,181,18289,11182,11976,Avg_7,2971.125,2972,2991.5,3004,12379.125,7.51999998092651,408,1864,3663,5014.5,57605,209,1050.9,68.01,17.488,339.1
IRGC_44513,12.862778,121.243056,Philippines,IRGC_44513,no_group,630,12529,2882,7849,Avg_9,2925.5,2937,2971.83333333333,2999,12715.375,6.32999992370605,1022,1556.5,4196,2156.75,32342,490,756.3,73.51,17.416,129.8
IRGC_44600,18.078611,120.514167,Philippines,IRGC_44600,Indonesia,10,15968,310,6034,Avg_9,2971.625,2983,3009.33333333333,3023,15009.125,5.40000009536743,1073,2010,5761,905.625,24545,1065,1310.2,63.05,19.188,44.5
IRGC_45011,21.127778,82.800556,India,IRGC_45011,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_46202,21.127778,82.800556,India,IRGC_46202,Bangladesh,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_47383,7.93333,81,SriLanka,IRGC_47383,India,54,6933,945,1269,Avg_9,2959.5,2977,3025.5,3076,15878.125,6.15999984741211,1897,2161.5,357,1443.125,13159,718,1493.2,60.37,19.739,-75.5
IRGC_4803,21.127778,82.800556,India,IRGC_4803,Bangladesh,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_49227,24.590556,91.718889,Bangladesh,IRGC_49227,Bangladesh,13,18577,634,18226,Avg_10,2912.875,2933.5,3008.5,3040.5,11142.75,4.6100001335144,3571,1766.5,4893,1672.875,35935,822,1159.7,62.41,15.305,176.3
IRGC_51064,8.836111,80.478333,SriLanka,IRGC_51064,no_group,85,6933,1458,1753,Avg_9,2958.125,2974.5,3022.16666666667,3070,15163.875,6.32999992370605,1774,2127.5,577,1389.625,13418,662,1416.3,61.81,19.424,-61.2
IRGC_51879,25.879722,85.803889,India,IRGC_51879,India,52,8232,259,2636,Avg_9,2903.125,2960,3031.16666666667,3065,12351.625,3.90000009536743,5242,1828,3069,423,11909,1148,1453.1,56.64,17.953,-44
IRGC_52685,21.127778,82.800556,India,IRGC_52685,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_53888,21,82,India,IRGC_53888,India,286,9376,310,2181,Avg_8,2917.625,2968.5,3033.5,3058.5,12312.5,3.91000008583069,4493,1982.5,2764.5,853.125,12686,1255,1734.8,52.72,18.598,-39.6
IRGC_53889,21,82,India,IRGC_53889,India,286,9376,310,2181,Avg_8,2917.625,2968.5,3033.5,3058.5,12312.5,3.91000008583069,4493,1982.5,2764.5,853.125,12686,1255,1734.8,52.72,18.598,-39.6
IRGC_53895,21,82,India,IRGC_53895,India,286,9376,310,2181,Avg_8,2917.625,2968.5,3033.5,3058.5,12312.5,3.91000008583069,4493,1982.5,2764.5,853.125,12686,1255,1734.8,52.72,18.598,-39.6
IRGC_53906,21,82,India,IRGC_53906,India,286,9376,310,2181,Avg_8,2917.625,2968.5,3033.5,3058.5,12312.5,3.91000008583069,4493,1982.5,2764.5,853.125,12686,1255,1734.8,52.72,18.598,-39.6
IRGC_53907,21,82,India,IRGC_53907,India,286,9376,310,2181,Avg_8,2917.625,2968.5,3033.5,3058.5,12312.5,3.91000008583069,4493,1982.5,2764.5,853.125,12686,1255,1734.8,52.72,18.598,-39.6
IRGC_53909,21.127778,82.800556,India,IRGC_53909,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_5423,13.11139,121.04722,Philippines,IRGC_5423,no_group,588,13384,1934,8127,Avg_9,2928.875,2939.5,2975.5,2998,13872,6.21999979019165,947,1590,4530,1844.25,30884,610,861,70.57,17.479,117.9
IRGC_56036,20.85,106.683056,Vietnam,IRGC_56036,no_group,7,9338,815,9338,Avg_10,2918.625,2933.5,3010.66666666667,3044.5,9213.875,3.02999997138977,4444,1649.5,3195.5,828.25,18673,767,1086.8,64.03,14.303,42.1
IRGC_5855,23.611667,90.339722,Bangladesh,IRGC_5855,Bangladesh,7,10941,436,10281,Avg_9,2927.625,2974.5,3016.16666666667,3039.5,12192,4.05000019073486,3628,1858.5,3664,935.125,21071,815,1260.3,61.28,16.486,39.4
IRGC_61074,23.974722,78.421111,India,IRGC_61074,India,447,9731,239,1529,Avg_9,2893.875,2938,3024.5,3064.5,12956.5,3.88000011444092,5283,1799.5,3883,355.25,12110,1399,1661.2,50.63,18.724,-43
IRGC_61148,23.974722,78.421111,India,IRGC_61148,India,447,9731,239,1529,Avg_9,2893.875,2938,3024.5,3064.5,12956.5,3.88000011444092,5283,1799.5,3883,355.25,12110,1399,1661.2,50.63,18.724,-43
IRGC_61953,28.390833,84.1225,Nepal,IRGC_61953,no_group,1868,18473,804,18473,Avg_10,2783.625,2808,2916.33333333333,2952.5,8505.5,3.75,5288,350,5537.5,816.625,29368,1003,567.5,63.21,17.092,151.4
IRGC_6208,23.611667,90.339722,Bangladesh,IRGC_6208,Bangladesh,7,10941,436,10281,Avg_9,2927.625,2974.5,3016.16666666667,3039.5,12192,4.05000019073486,3628,1858.5,3664,935.125,21071,815,1260.3,61.28,16.486,39.4
IRGC_6274,21.127778,82.800556,India,IRGC_6274,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_63544,27.215556,120.497778,China,IRGC_63544,China,185,5757,1941,5468,Avg_10,2855.5,2897,2971.33333333333,2996,9159.75,1.49000000953674,6343,946.5,2054.5,1096,16576,435,751.4,65.05,14.638,21.8
IRGC_63726,27.215556,120.497778,China,IRGC_63726,China,185,5757,1941,5468,Avg_10,2855.5,2897,2971.33333333333,2996,9159.75,1.49000000953674,6343,946.5,2054.5,1096,16576,435,751.4,65.05,14.638,21.8
IRGC_6386,21.127778,82.800556,India,IRGC_6386,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_65525,7,100,Thailand,IRGC_65525,Indonesia,152,9258,1985,5328,Avg_7,2954,2960,3000,3026.5,13273.5,6.80000019073486,625,1935.5,2243,2101.625,24261,462,1063.7,68.98,18.652,58
IRGC_6590,23.611667,90.339722,Bangladesh,IRGC_6590,Bangladesh,7,10941,436,10281,Avg_9,2927.625,2974.5,3016.16666666667,3039.5,12192,4.05000019073486,3628,1858.5,3664,935.125,21071,815,1260.3,61.28,16.486,39.4
IRGC_66640,0.88333,97.56667,Indonesia,IRGC_66640,Indonesia,47,8862,5491,5590,Avg_7,2975.625,2977,3001,3016,12710.875,7.65999984741211,393,1964.5,1738,2356,26551,234,1164.6,66.52,17.431,84.4
IRGC_66763,24.85,92,Bangladesh,IRGC_66763,no_group,22,25014,568,25014,Avg_10,2906.875,2928.5,3005.16666666667,3035.5,10761.5,4.57000017166138,3678,1709,6335,2011.625,46847,856,1128.7,62.48,15.13,269.7
IRGC_67034,23.748889,108.301667,China,IRGC_67034,China,383,11042,1422,10414,Avg_10,2858.625,2877.5,2980.83333333333,3017,8929.75,3.14000010490417,5681,1110,1919,1044.625,20058,774,873.6,63.87,12.578,54.7
IRGC_67096,23.748889,108.301667,China,IRGC_67096,China,383,11042,1422,10414,Avg_10,2858.625,2877.5,2980.83333333333,3017,8929.75,3.14000010490417,5681,1110,1919,1044.625,20058,774,873.6,63.87,12.578,54.7
IRGC_67482,27.48305556,80.37,India,IRGC_67482,China,130,7430,387,3867,Avg_9,2886.625,2947.5,3034.33333333333,3080,11733.125,3.74000000953674,6204,1761.5,2630.5,429.625,9905,1195,1508,55,18.762,-57.2
IRGC_67500,22,80,India,IRGC_67500,India,346,11110,401,2162,Avg_8,2908.125,2964,3028.66666666667,3060.5,12066.5,4.03999996185303,4594,1920,3340,970.625,14632,1306,1718.1,51.83,18.649,-22
IRGC_67505,19,81,India,IRGC_67505,India,391,12909,358,3552,Avg_8,2917.875,2957,3014.33333333333,3041,11016.875,4.51999998092651,3143,1911.5,3864.5,1202,18287,1205,1460.2,57.39,17.89,24.8
IRGC_67511,21,80,India,IRGC_67511,India,256,11673,431,2231,Avg_8,2923.375,2969.5,3036.16666666667,3060.5,11947.125,3.9300000667572,4376,2032.5,3472.5,1011.625,15299,1310,1809,51.9,18.717,-14
IRGC_67515,21,80,India,IRGC_67515,India,256,11673,431,2231,Avg_8,2923.375,2969.5,3036.16666666667,3060.5,11947.125,3.9300000667572,4376,2032.5,3472.5,1011.625,15299,1310,1809,51.9,18.717,-14
IRGC_67700,26,80,India,IRGC_67700,India,125,7333,268,919,Avg_9,2894.875,2955,3041.66666666667,3090,12094.125,3.69000005722046,6209,1871,2661,369,9129,1317,1655.9,53.12,19.004,-65.8
IRGC_67702,24,81,India,IRGC_67702,India,352,9992,266,1615,Avg_9,2894.375,2942.5,3029,3068.5,12143.5,3.78999996185303,5461,1820,3786,447.375,12716,1322,1621.6,52.73,18.813,-32.2
IRGC_67726,25,80,India,IRGC_67726,India,185,8970,244,1159,Avg_9,2898.125,2953.5,3040.83333333333,3087,12398.5,3.67000007629395,5963,1898.5,3326,416.625,11089,1342,1726.4,51.67,19.007,-51.2
IRGC_67730,24.25,81.08333,India,IRGC_67730,no_group,388,11290,320,1813,Avg_9,2884.25,2934.5,3022,3063.5,12064.625,3.80999994277954,5508,1713,4347,487.75,14346,1332,1558,52.07,19.147,-12.8
IRGC_67743,23,80,India,IRGC_67743,India,431,10588,343,1729,Avg_9,2900.75,2941,3021.5,3054.5,12403.375,3.84999990463257,4859,1815.5,4040.5,456.125,13413,1332,1626.5,51.78,18.618,-24.8
IRGC_6796,18,96,Myanmar,IRGC_6796,no_group,173,17587,122,3090,Avg_8,2927.5,2958,3006.5,3014,12274.5,4.57999992370605,2118,1887.5,5965.5,1587,27628,1040,1334,60.88,17.115,96.6
IRGC_68159,27.576667,111.558333,China,IRGC_68159,no_group,241,5804,2001,5129,Avg_10,2815.25,2843.5,2976,3032.5,6200.5,2.49000000953674,8135,821.5,1104.5,1103.125,14763,412,843.7,61.69,12.473,32.2
IRGC_71494,5.63333,116.31667,Malaysia,IRGC_71494,Indonesia,556,7059,3986,5280,Avg_8,2934.625,2935,2974.5,3010,15525.5,8.39000034332275,375,1689,2160.5,1886.5,23409,221,956.2,67.95,21.111,32.8
IRGC_71524,5.75,116.35,Malaysia,IRGC_71524,Indonesia,1093,9460,4796,6510,Avg_8,2895.5,2895,2934.33333333333,2968.5,12115,8.48999977111816,343,1208,2929.5,2464.375,30534,253,702.4,70.03,17.605,124.9
IRGC_72458,18.683611,96.683056,Myanmar,IRGC_72458,no_group,62,19527,197,3509,Avg_8,2936.375,2967.5,3013,3016.5,12543.5,4.34999990463257,2306,1923,6093.5,2200.75,33195,986,1341.1,61.66,17.775,134.6
IRGC_72479,21.127778,82.800556,India,IRGC_72479,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_73039,21.12777778,82.80055556,India,IRGC_73039,India,274,10600,368,2443,Avg_8,2918,2969.5,3032.83333333333,3058,12184,3.91000008583069,4336,1974,3077,959.625,14250,1266,1725.8,52.84,18.575,-24.3
IRGC_73465,14,100,Thailand,IRGC_73465,Indonesia,8,6169,288,2446,Avg_8,2962.5,2978.5,3029.83333333333,3062.5,15186,5.84000015258789,1404,2205.5,1175,922.75,11889,808,1618.8,58.77,18.692,-63.9
IRGC_73466,13,101,Thailand,IRGC_73466,Cambodia,70,6646,519,4135,Avg_8,2966.375,2982.5,3017.66666666667,3034.5,14806.125,5.61999988555908,1035,2078,1518.5,1058.625,14030,715,1405,62.13,18.924,-42.2
IRGC_73497,14.02055556,100.5244444,Thailand,IRGC_73497,Cambodia,6,7113,323,3360,Avg_8,2961,2978,3027.33333333333,3058,13669.875,5.6399998664856,1418,2175.5,1597,1036.75,14456,789,1566.3,59.48,18.74,-28.4
IRGC_73554,15,100,Thailand,IRGC_73554,Cambodia,14,5527,210,2431,Avg_8,2960.75,2981,3037.83333333333,3072,15121.5,5.44000005722046,1901,2228.5,1063,808.25,10726,804,1738.3,56.83,18.714,-75.2
IRGC_74713,19.83333,81.33333,India,IRGC_74713,India,617,12370,424,3131,Avg_8,2904.75,2946,3004.5,3028.5,11491,4.23000001907349,3519,1745,3618.5,1157.625,17322,1202,1450.7,54.51,17.95,11.2
IRGC_74717,21.66667,81.2,India,IRGC_74717,India,300,9276,435,2250,Avg_8,2915.625,2969,3035.16666666667,3064.5,12129.625,3.91000008583069,4673,1986,2753,883,12903,1214,1783.3,51.63,18.546,-35.6
IRGC_74730,21,81,India,IRGC_74730,India,313,9090,357,2114,Avg_8,2917.375,2967.5,3032.5,3058,12137.5,3.84999990463257,4505,1970.5,2718,848,12521,1232,1724.3,52.91,18.492,-39.4
IRGC_74731,26,80,India,IRGC_74731,India,125,7333,268,919,Avg_9,2894.875,2955,3041.66666666667,3090,12094.125,3.69000005722046,6209,1871,2661,369,9129,1317,1655.9,53.12,19.004,-65.8
IRGC_74735,27.5,77.25,India,IRGC_74735,India,182,5166,197,2675,Avg_9,2881.75,2949.5,3043.16666666667,3098,11361.75,3.76999998092651,6768,1807.5,1976.5,232.375,6657,1291,1697.2,51.22,19.257,-81.2
IRGC_74739,24,81,India,IRGC_74739,India,352,9992,266,1615,Avg_9,2894.375,2942.5,3029,3068.5,12143.5,3.78999996185303,5461,1820,3786,447.375,12716,1322,1621.6,52.73,18.813,-32.2
IRGC_74742,23.98333,80.33333,India,IRGC_74742,no_group,374,9647,253,1553,Avg_9,2896.125,2942.5,3028.83333333333,3069,12199.375,3.74000000953674,5458,1825,3555,449.625,12211,1315,1640.6,52.22,18.888,-36
